Job_Id,Creation_Date,Job_Title,Business_Unit,Country,City_or_Town,Institution,Qualifications_Type,Qualification_Name,Other_Qualifications,Professional_Qualification,General_Work_Experience,current_Salay,Expected_Salary,General_Availability,Gender,Current_Employer,Current_Title,Job_Experience_Level,Type_of_Employment,Eligibility_Namibia,Academic_Average,Campus_Hire_or_Experienced_Hire,Tax_Company_Experience,Interview_Score
65-619-5157,11/01/2024 10:49,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,3 - 4 years,0,65437,Available immediately,Male,Deloitte Namibia,Internal Audit Intern (Ra),Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,05/01/2024 8:27,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Certificate,Marketing,NA,none,2 - 3 years,77998,60209,Must honour 30 day notice period (or longer),Male,Core Consumer Electronics,Supervisor:Admin Support,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.62
65-619-5157,09/01/2024 18:54,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Finance,none,None,7-10 years,0,57505,Available immediately,Female,Ongos Valley Sales Hub Old Mutual Short Term Insurance (Omsic),Sales And Marketing Consultant,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,0
65-619-5157,09/01/2024 5:46,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,none,none,Greater than 13 years,63039,58743,Available immediately,Male,Old Mutual Namibia,Corporate Underwriter,Mid-Senior Level,Full-time,Yes,80-89%,Experienced Hire,none,0
65-619-5157,06/01/2024 21:26,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Computer Science,NA,none,Greater than 13 years,0,69120,Must honour 30 day notice period (or longer),Female,Binary City Cc,Senior Software Consultant,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,04/01/2024 13:14,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,NA,none,Greater than 13 years,67766,77734,Available immediately,Male,Nampost Namibia,Loan Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.35
65-619-5157,03/01/2024 20:55,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Walvis Bay,The International University of Management,Masters Degree,Accounting And Finance,none,None,7-10 years,65384,64462,Available immediately,Female,Thuringerhof Protea Hotel,Front Office Receptionist,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.91
65-619-5157,10/01/2024 14:15,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,South Africa,Midrand,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,Greater than 13 years,64697,56527,Must honour 30 day notice period (or longer),Male,Sage South Africa,Sales Intern,Mid-Senior Level,Full-time,Yes,80-89%,Experienced Hire,none,2.32
65-619-5157,06/01/2024 7:53,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,,,University of Namibia (UNAM),Higher Diploma,Finance Management,Bachelor of finance management,None,4 - 5 years,0,53981,Available at 24-hours’ notice,Male,Nambet,Operations Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.24
65-619-5157,09/01/2024 8:56,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,none,none,1 - 2 years,67179,72135,Available at 24-hours’ notice,Female,Mobile Telecommunications Company (Mtc),Outbound Sales & Retention Advisor,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,09/01/2024 1:54,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Bachelors Degree,Accounting And Finance,none,None,0 - 1 years,71783,58093,Available at 2-weeks’ notice,Female,Kuleni Financial Services - Pty Ltd,Senior Benefits Administrator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.54
65-619-5157,16/01/2024 12:18,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Environmental Biology,none,None,1 - 2 years,0,78229,Must honour 30 day notice period (or longer),Male,Africa Personnel Services,Recruitment Supervisor,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.34
65-619-5157,03/01/2024 12:06,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Business Administration,NA,none,Greater than 13 years,64362,78935,Available immediately,Female,Tresbein Inv Cc,Account Relationship Manager,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.42
65-619-5157,04/01/2024 8:45,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Economics,none,None,Greater than 13 years,0,56455,Available at 1-weeks’ notice,Female,Namibian Competition Commission,Graduate Economist Intern,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,05/01/2024 8:13,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,none,None,7-10 years,0,75049,Must honour 30 day notice period (or longer),Female,Namibia Wildlife Resort,Finance Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,03/01/2024 14:59,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Masters Degree,Business Administration,Bachelors Degree in Business Management Honours,Principal Officer (OP),11 - 13 years,0,65171,Must honour 30 day notice period (or longer),Male,Kohango Lenders Cc,Principal Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,16/01/2024 9:18,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Masters Degree,Finance Management,none,NONE,0 - 1 years,71258,56012,Available immediately,Female,none,none,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.12
65-619-5157,04/01/2024 12:45,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree,Accounting And Finance,Certificate in Project Management and Certificate in Basic VAT,none,2 - 3 years,74294,54081,Available immediately,Female,Namib Mills (Pty) Ltd,Administrative Clerk,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,3.81
65-619-5157,05/01/2024 12:26,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Certificate,Commercial Law,NA,none,None,73171,55315,Must honour 30 day notice period (or longer),Male,Onguma Safari Camps,Reservationist,Mid-Senior Level,Full-time,Yes,40-50%,Experienced Hire,none,5.93
65-619-5157,12/01/2024 15:53,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/ Honours equivalent,Accounting And Finance,none,None,0 - 1 years,70735,72593,Must honour 30 day notice period (or longer),Male,Fnb Namibia,Home Loan Admin Support Official,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,09/01/2024 12:45,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,none,None,Greater than 13 years,56087,65407,Must honour 30 day notice period (or longer),Female,Standard Bank Namibia Limited,Enterprise Banker,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,3.41
65-619-5157,04/01/2024 1:03,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/ Honours equivalent,Accounting And Finance,none,None,2 - 3 years,74388,71645,Available immediately,Female,Namibia Statistics Agency,Team Supervisor & Trainer: Namibia Population And Housing Census,Mid-Senior Level,Full-time,Yes,50-60%,Experienced Hire,none,2.27
65-619-5157,04/01/2024 14:17,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,NA,none,4 - 5 years,62920,55758,Available immediately,Male,Namibia Water Coperation (Namwater),Human Resources Training & Development,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,04/01/2024 13:23,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Matric Certificate,Accounting And Finance,Masters in finance,None,0 - 1 years,63358,78351,Available immediately,Female,Cancer Association Of Namibia (Wo),Volunteer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,08/01/2024 17:08,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Certificate,Finance,none,None,7-10 years,0,67650,Must honour 30 day notice period (or longer),Female,The Kitchen Storage Soup,Volunteer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.83
65-619-5157,06/01/2024 8:07,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Finance,none,None,4 - 5 years,58725,75072,Available at 1-weeks’ notice,Female,Cambio Seguro Foreign Exchange (Pty) Ltd,Front Office Consultant,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,0
65-619-5157,11/01/2024 10:35,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Marketing,none,None,Greater than 13 years,0,76352,Available immediately,Male,Ministry Of Education And Culture,Administrative Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.13
65-619-5157,09/01/2024 19:32,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Matric Certificate,Business Administration,none,None,0 - 1 years,0,68858,Available immediately,Female,Namibia Statistics Agency,Enumerator,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.12
65-619-5157,04/01/2024 6:19,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The Institute of Information Technology,Higher Diploma,Finance,NA,CFI and writing CFA level 1 In February,None,53506,62366,Available immediately,Male,Momentum Metropolitan Holdings Limited,Actuarial Student,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.23
65-619-5157,05/01/2024 0:26,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,NA,BACC,3 - 4 years,57349,59868,Available immediately,Female,Crvw,Loans Officer,Mid-Senior Level,Full-time,Yes,80-89%,Experienced Hire,none,4.23
65-619-5157,11/01/2024 10:21,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Oshakati,The International University of Management,Bachelors Degree,Accounting And Finance,none,None,7-10 years,0,63224,Must honour 30 day notice period (or longer),Female,Standard Bank Namibia,Credit Evaluation Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.79
65-619-5157,08/01/2024 6:33,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Commerce,none,None,4 - 5 years,0,72712,Available immediately,Male,none,none,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.59
65-619-5157,09/01/2024 7:40,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Statistics And Demography,none,None,4 - 5 years,67041,59485,Must honour 30 day notice period (or longer),Male,Windhoek Fashion-Week,Finance Officer,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,0
65-619-5157,04/01/2024 18:27,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,The International University of Management,Masters Degree,Business Administration,none,None,0 - 1 years,0,61617,Available immediately,Female,King Price Insurance Namibia,Client Relations Specialist,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,5.55
65-619-5157,08/01/2024 7:22,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,University of Namibia (UNAM),Diploma,Accounting And Finance,none,None,0 - 1 years,0,70407,Available at 24-hours’ notice,Male,Sanlam Namibia,Financial Advisor,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.81
65-619-5157,10/01/2024 11:31,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Auditing,none,None,0 - 1 years,58988,59479,Available immediately,Male,City Of Windhoek,Administrative Officer Housing And Land Delivery,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,03/01/2024 16:00,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Finance,none,None,2 - 3 years,0,78565,Available immediately,Female,Bank Windhoek,Senior Collections Officer,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,0
65-619-5157,15/01/2024 14:39,Business Unit Administrator | Internal Client Services (Finance),Finance & Operations,Namibia,Rehoboth,University of Namibia (UNAM),Diploma,Accounting And Finance,Long Service Award at Quantum Accounting,none,Greater than 13 years,64404,77711,Must honour 30 day notice period (or longer),Male,Quantum Accounting Reference Rejoice Bilhawer,Senior Human Resources Officer,Mid-Senior Level,Full-time,Yes,70-80%,Experienced Hire,none,5.4
